title,institution,published,year,cited,accred,Labeling
Effect of the 32nd-year Soil Tillage and Nitrogen Fertilization on the Population and Biomass of Earthworm under Zea mays L.,UNIVERSITY OF LAMPUNG,"JOURNAL OF TROPICAL SOILS Vol 26, No 2: May 2021105-113",2021,DOI: 10.5400/jts.2021.v26i2.105-113,Accred : Sinta 2,
Change of Soil Biomass Carbon Microorganism in Ultisols Soil Due to Application of Humic Acid and TSP Fertilization,UNIVERSITY OF LAMPUNG,"JOURNAL OF TROPICAL SOILS Vol 26, No 3: September 2021149-156",2021,DOI: 10.5400/jts.2021.v26i3.149-156,Accred : Sinta 2,
PENGARUH SISTEM OLAH TANAH DAN RESIDU PEMUPUKAN N JANGKA PANJANG TERHADAP LAJU RESPIRASI TANAH PADA PERTANAMAN KACANG TUNGGAK (Vigna unguiculata (L.) DI POLITEKNIK NEGERI LAMPUNG PADA MUSIM KE-32,"Departement of Agrotechnology, Agriculture Faculty, Universitas Lampung","Jurnal Agrotek Tropika Vol 9, No 3 (2021): JURNAL AGROTEK TROPIKA VOL 9, SEPTEMBER 2021413 - 422",2021,DOI: 10.23960/jat.v9i3.5299,Accred : Sinta 2,
Effect of long-term Tillage and Nitrogen Fertilization Residue on Soil Biochemical Properties and Cowpea Yield,UNIVERSITY OF LAMPUNG,"JOURNAL OF TROPICAL SOILS Vol 26, No 3: September 2021141-147",2021,DOI: 10.5400/jts.2021.v26i3.141-147,Accred : Sinta 2,
PENGARUH ASAM HUMAT DAN PEMUPUKAN P TERHADAP POPULASI DAN KEANEKARAGAMAN MESOFAUNA TANAH PADA PERTANAMAN JAGUNG DI TANAH ULTISOL,"Departement of Agrotechnology, Agriculture Faculty, Universitas Lampung","Jurnal Agrotek Tropika Vol 9, No 3 (2021): JURNAL AGROTEK TROPIKA VOL 9, SEPTEMBER 2021433 - 441",2021,DOI: 10.23960/jat.v9i3.5300,Accred : Sinta 2,
PENGARUH BEBERAPA EKSTRAK TANAMAN OBAT TERHADAP PERTUMBUHAN KOLONI DAN PRODUKSI SPORA C. gloeosporioides PENYEBAB PENYAKIT ANTRAKNOSA PADA CABAI (Capsicum annuum L),"Departement of Agrotechnology, Agriculture Faculty, Universitas Lampung","Jurnal Agrotek Tropika Vol 9, No 1 (2021): JURNAL AGROTEK TROPIKA VOL 9, JANUARI 20219 - 16",2021,DOI: 10.23960/jat.v9i1.4798,Accred : Sinta 2,
Selection of four types arbuscular mycorrhizal fungi in oil palm seedling planted in histosol soil,INDONESIAN RESEARCH INSTITUTE FOR BIOTECHNOLOGY AND BIOINDUSTRY,"E-Journal Menara Perkebunan Vol 89, No 1 (2021): April, 2021",2021,DOI: 10.22302/iribb.jur.mp.v89i1.406,Accred : Sinta 2,
DIVERSITY AND ABUNDANCE OF NEMATODES IN GUAVA (Psidium guajava L.) CULTIVATION IN LAMPUNG,Universitas Lampung,"JURNAL HAMA DAN PENYAKIT TUMBUHAN TROPIKA Vol. 21 No. 2 (2021): SEPTEMBER, JURNAL HAMA DAN PENYAKIT TUMBUHAN TROPIKA134-143",2021,DOI: 10.23960/jhptt.221134-143,Accred : Sinta 2,
"IDENTIFIKASI ISOLAT Trichoderma spp., GADING REJO, TANGGAMUS DAN LAMPUNG TIMUR YANG BERPOTENSI ANTAGONIS TERHADAP ANTRAKNOSA CABAI","Departement of Agrotechnology, Agriculture Faculty, Universitas Lampung","Jurnal Agrotek Tropika Vol 9, No 3 (2021): JURNAL AGROTEK TROPIKA VOL 9, SEPTEMBER 2021387 - 396",2021,DOI: 10.23960/jat.v9i3.5277,Accred : Sinta 2,
Selection of four types arbuscular mycorrhizal fungi in oil palm seedling planted in histosol soil,INDONESIAN OIL PALM RESEARCH INSTITUTE,"Menara Perkebunan Vol. 89 No. 1 (2021): 89 (1), 2021",2021,DOI: 10.22302/iribb.jur.mp.v89i1.406,Accred : Sinta 2,
Identification and Efforts to Control Infection Odontoglossum Ringspot Virus (ORSV) on Orchid,"Department of Information Technology, Universitas Malikussaleh, Aceh Utara, Indonesia","International Journal of Engineering, Science and Information Technology Vol 1, No 1 (2021)25-29",2021,DOI: 10.52088/ijesty.v1i1.38,Accred : Sinta 4,
Identification of Disease and Efforts to Protect Natural Orchid Plants Against Fungi Infection in the Liwa Botanical Garden,"Department of Information Technology, Universitas Malikussaleh, Aceh Utara, Indonesia","International Journal of Engineering, Science and Information Technology Vol 1, No 1 (2021)30-35",2021,DOI: 10.52088/ijesty.v1i1.39,Accred : Sinta 4,
Identification of Dendrobium (Orchidaceae) in Liwa Botanical Garden Based on Leaf Morphological Characters,Universitas Gadjah Mada,"Journal of Tropical Biodiversity and Biotechnology Vol 6, No 1 (2021): Apriljtbb59423",2021,DOI: 10.22146/jtbb.59423,Accred : Sinta 1,
Penerapan Teknologi Kesehatan Tepat Guna di Era Industri 4.0 dalam Perlindungan Anggrek Alam Terhadap Infeksi Penyakit di Kebun Raya,Universitas Muhammadiyah Prof. DR. Hamka (UHAMKA Press),Jurnal SOLMA Vol. 10 No. 1 (2021)133-140,2021,DOI: 10.22236/solma.v10i1.5439,Accred : Sinta 3,
PELATIHAN IDENTIFIKASI TEMPAT PERINDUKAN ALAMI VEKTOR DBD DI SEKITAR PEMUKIMAN LABUHAN RATU BANDAR LAMPUNG,UNIVERSITAS KHAIRUN,"JURNAL PengaMAS Vol 4, No 1 (2021)40-47",2021,DOI: 10.33387/.v4i1.2609,Accred : Sinta 4,
Identification of dendrobium Natural Orchids in Liwa Botanical Garden based on leaf morphological characters,"Universitas Ahmad Dahlan, Yogyakarta","Jurnal Pemberdayaan: Publikasi Hasil Pengabdian Kepada Masyarakat Vol 5, No 1 (2021)38-44",2021,DOI: 10.12928/jp.v5i1.2938,Accred : Sinta 5,
Polyploidy Induction of Rutaceae through Bio-catharanthine Treatment,Universitas Islam Negeri Mataram,Biota Vol 14 No 1 (2021)1-10,2021,DOI: 10.20414/jb.v14i1.344,Accred : Sinta 3,
SELEKSI KETAHANAN ANGGREK TERHADAP Odontoglossum ringspot virus (ORSV),Fakultas Sains dan Teknologi Universitas Islam Negeri Alauddin Makassar,Teknosains Vol 15 No 2 (2021): Mei-Agustus228-233,2021,DOI: 10.24252/teknosains.v15i2.20020,Accred : Sinta 4,
Ceratorhiza Induction towards ORSV Infection on Viability of Phalaenopsis and Dendrobium,Universitas Khairun,"TECHNO: JURNAL PENELITIAN Vol 10, No 1 (2021): Techno Jurnal Penelitian54-66",2021,DOI: 10.33387/tjp.v10i1.3041,Accred : Sinta 4,
Study of orchid resistance induced by Ceratorhiza sp. against ORSV infection based on peroxidase activity,UNIVERSITAS NEGERI PADANG,"Bioscience Vol 5, No 2 (2021): Biology102-110",2021,DOI: 10.24036/0202152112960-0-00,Accred : Sinta 4,
Identification of dendrobium Natural Orchids in Liwa Botanical Garden based on leaf morphological characters,"Universitas Ahmad Dahlan, Yogyakarta",Jurnal Pemberdayaan: Publikasi Hasil Pengabdian Kepada Masyarakat Vol. 5 No. 1 (2021)38-44,2021,DOI: 10.12928/jp.v5i1.2938,Accred : Sinta 5,
Efek Induksi Rhizoctonia pada Ketebalan Daun Anggrek yang diinfeksi Odontoglossum ringspot virus (ORSV),Universitas Atma Jaya Yogyakarta,"Biota : Jurnal Ilmiah Ilmu-Ilmu Hayati Vol 6, No 3 (2021): October 2021186 - 191",2021,DOI: 10.24002/biota.v6i3.4372,Accred : Unknown,
Genetic diversity of sugarcane (Saccharum Officinarum L.) based on morphological characters,Genetikawan Muda Indonesia,Tropical Genetics Vol. 1 No. 1 (2021)1-5,2021,DOI: -,Accred : Unknown,
Genetic diversity of gamma ray aplication result on Mandarinâs SoE using ISSR markers,Genetikawan Muda Indonesia,Tropical Genetics Vol. 1 No. 2 (2021)35-39,2021,DOI: -,Accred : Unknown,
Variation of resistance response of orchids induced by Rhizoctonia against the infection of Odontoglossum ringspot virus (ORSV) based on percentage of disease development,Universitas Lampung,Journal of Sustainability Science and Technology Vol. 1 No. 1 (2021)23-34,2021,DOI: 10.23960/josst.v1i1.3,Accred : Unknown,
Induction of Rhizoctonia resistance to odontoglossum ringspot virus (ORSV) infection on orchid leaf organ viability,Universitas Lampung,Journal of Sustainability Science and Technology Vol. 1 No. 2 (2021)52-63,2021,DOI: 10.23960/josst.v1i2.4,Accred : Unknown,
Various ORSV infection symptoms on ceratorhiza induction in orchid plants,Universitas Lampung,Journal of Sustainability Science and Technology Vol. 1 No. 2 (2021)64-71,2021,DOI: 10.23960/josst.v1i2.5,Accred : Unknown,
Genetic diversity of sugarcane (Saccharum Officinarum L.) based on morphological characters,Genetikawan Muda Indonesia,Tropical Genetics Vol. 1 No. 1 (2021)1-5,2021,DOI: -,Accred : Unknown,
Genetic diversity of gamma ray aplication result on Mandarinâs SoE using ISSR markers,Genetikawan Muda Indonesia,Tropical Genetics Vol. 1 No. 2 (2021)35-39,2021,DOI: -,Accred : Unknown,
Study of Feeding with Local Raw Materials with Different Protein for Growth Sultana Tilapia (Oreochromis niloticus),Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 2 (2021)78-84",2021,DOI: 10.31258/jpk.26.2.78-84,Accred : Sinta 4,
EFEKTIFITAS EKSTRAK CABE JAWA (Piper retrofactrum Vahl) UNTUK MASKULINISASI IKAN CUPANG (Betta splendens),"Jurusan Akuakultur, Universitas Bangka Belitung",Journal of Aquatropica Asia Vol 6 No 1 (2021): Journal of Aquatropica Asia26-33,2021,DOI: 10.33019/aquatropica.v6i1.2460,Accred : Sinta 3,
STUDY OF PITUITARY GLAND EXTRACT UTILIZATION FROM STRIPED CATFISH WASTE FOR REPRODUCTION PERFORMANCE IMPROVEMENT OF NORTH AFRICAN CATFISH (Clarias gariepinus),University of Lampung,"e-Jurnal Rekayasa dan Teknologi Budidaya Perairan Vol 9, No 2 (2021)1109-1116",2021,DOI: 10.23960/.v9i2.p1109-1116,Accred : Sinta 5,
Growth Performance of White Snapper (Lates calcarifer) with Different Lysine Addition in the Moving Phase,Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 3 (2021)169-175",2021,DOI: 10.31258/jpk.26.3.169-175,Accred : Sinta 4,
KAJIAN PEMBERIAN PAKAN BERBAHAN BAKU LOKAL DENGAN KANDUNGAN PROTEIN YANG BERBEDA TERHADAP PERTUMBUHAN IKAN GURAME (Osphronemus goramy Lac.),Universitas Sriwijaya,"Jurnal Akuakultur Rawa Indonesia Vol 9, No 1 (2021): JURNAL AKUAKULTUR RAWA INDONESIA49-59",2021,DOI: 10.36706/jari.v9i1.14257,Accred : Sinta 4,
Study of Feeding with Local Raw Materials with Different Protein for Growth Sultana Tilapia (Oreochromis niloticus),"Faculty of Fisheries and Marine, Universitas Riau",Jurnal Perikanan dan Kelautan Vol. 26 No. 2 (2021): June78-84,2021,DOI: 10.31258/jpk.26.2.78-84,Accred : Sinta 4,
Growth Performance of White Snapper (Lates calcarifer) with Different Lysine Addition in the Moving Phase,"Faculty of Fisheries and Marine, Universitas Riau",Jurnal Perikanan dan Kelautan Vol. 26 No. 3 (2021): October169-175,2021,DOI: 10.31258/jpk.26.3.169-175,Accred : Sinta 4,
KERAGAAN MAKROZOOBENTOS SEBAGAI BIOINDIKATOR KUALITAS AIR DI BAGIAN HILIR SUNGAI HURUN LAMPUNG,"Jurusan Akuakultur, Universitas Bangka Belitung",Journal of Aquatropica Asia Vol 6 No 2 (2021): Journal of Aquatropica Asia72-82,2021,DOI: 10.33019/aquatropica.v6i2.2608,Accred : Sinta 3,
"Habitat and Distribution of Desmopuntius gemellus (Kottelat, 1998) at Palm Oil Plantation Canal Near Pidada River, Tulang Bawang, Lampung",Jurusan Perikanan dan Kelautan,"AQUASAINS Vol 10, No 1 (2021)973-978",2021,DOI: 10.23960/aqs.v10i1.p973-978,Accred : Sinta 4,
APPLICATION OF DEPOSITION BACK IN THE AQUAPONIC SYSTEM IN REDUCING NH3 IN CULTIVATION Tilapia (Oreochromis niloticus),Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 2 (2021)131-136",2021,DOI: 10.31258/jpk.26.2.131-136,Accred : Sinta 4,
LAJU FILTRASI KERANG HIJAU (Perna viridisLinn. 1758) YANG BERBEDA UKURAN PADA BERBAGAI TINGKAT SALINITAS TERHADAP MIKROALGA Chaetoceros calcitrans (Paulsen. 1968),Universitas Jambi,Biospecies Vol. 14 No. 2 (2021): Juli 202137 - 43,2021,DOI: 10.22437/biospecies.v14i2.4194,Accred : Unknown,
Applications of Sedimentation Bank in Tidal Aquaponic Systems in Reducing NH3 in Cultivation Tilapia (Oreochromis niloticus),"Faculty of Fisheries and Marine, Universitas Riau",Jurnal Perikanan dan Kelautan Vol. 26 No. 2 (2021): June131-136,2021,DOI: 10.31258/jpk.26.2.131-136,Accred : Sinta 4,
Effectiveness of Egg StimulantÂ® and OodevÂ® for Maturation of Tilapia (Oreochromis niloticus),Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 3 (2021)176-184",2021,DOI: 10.31258/jpk.26.3.176-184,Accred : Sinta 4,
MATURASI IKAN LELE MUTIARA Clarias gariepinus BETINA DENGAN ESTRADIOL-17? MELALUI PAKAN,Universitas Sriwijaya,"Jurnal Akuakultur Rawa Indonesia Vol 9, No 1 (2021): JURNAL AKUAKULTUR RAWA INDONESIA73-85",2021,DOI: 10.36706/jari.v9i1.13963,Accred : Sinta 4,
MATURASI LELE MUTIARA Clarias gariepinus BETINA MELALUI PENAMBAHAN HORMON OODEV DAN ESTRADIOL-17Ã PADA PAKAN,Universitas Sriwijaya,"Jurnal Akuakultur Rawa Indonesia Vol 9, No 1 (2021): JURNAL AKUAKULTUR RAWA INDONESIA30-40",2021,DOI: 10.36706/jari.v9i1.13075,Accred : Sinta 4,
Effectiveness of Egg StimulantÂ® and OodevÂ® for Maturation of Tilapia (Oreochromis niloticus),"Faculty of Fisheries and Marine, Universitas Riau",Jurnal Perikanan dan Kelautan Vol. 26 No. 3 (2021): October176-184,2021,DOI: 10.31258/jpk.26.3.176-184,Accred : Sinta 4,
"Comparative Test Of Ovaprim, Spawnprim, And Hcg In The Process Of Spawning Of Pangasianodon Hypopthalmus, Sauvage 1987.",Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 1 (2021)17-25",2021,DOI: 10.31258/jpk.26.1.17-25,Accred : Sinta 4,
"Comparative Test Of Ovaprim, Spawnprim, And Hcg In The Process Of Spawning Of Pangasianodon Hypopthalmus, Sauvage 1987.",Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 1 (2021)17-25",2021,DOI: 10.31258/jpk.26.1.17-25,Accred : Sinta 4,
"The Technique of Directing the Sex of Betta Fish (Betta Sp.) Larval Stage (H3, H5, and H7) using Coconut Water (Cocos Nucifera)",Fakultas Perikanan dan Kelautan Universitas Riau,"Jurnal Perikanan dan Kelautan Vol 26, No 3 (2021)185-191",2021,DOI: 10.31258/jpk.26.3.185-191,Accred : Sinta 4,
"Comparative Test of Ovaprim, Spawnprim, and HCG in the Process Spawning of Pangasianodon hypophthalmus","Faculty of Fisheries and Marine, Universitas Riau",Jurnal Perikanan dan Kelautan Vol. 26 No. 1 (2021): February17-25,2021,DOI: 10.31258/jpk.26.1.17-25,Accred : Sinta 4,
"The Technique of Directing the Sex of Betta Fish (Betta Sp.) Larval Stage (H3, H5, and H7) using Coconut Water (Cocos nucifera)","Faculty of Fisheries and Marine, Universitas Riau",Jurnal Perikanan dan Kelautan Vol. 26 No. 3 (2021): October185-191,2021,DOI: 10.31258/jpk.26.3.185-191,Accred : Sinta 4,
ANALISIS PARTISIPASI MASYARAKAT DALAM PENGEMBANGAN OBJEK WISATA DI LAMPUNG SELATAN,Universitas Padjadjaran,"Sosiohumaniora Vol 23, No 1 (2021): Sosiohumaniora: Jurnal Ilmu-Ilmu Sosial dan Humaniora, MARCH 2021124-132",2021,DOI: 10.24198/sosiohumaniora.v23i1.24698,Accred : Sinta 2,
Family planning instructorâs performance in the toddler family development program,Intelektual Pustaka Media Utama,"International Journal of Public Health Science (IJPHS) Vol 10, No 3: September 2021608-616",2021,DOI: 10.11591/ijphs.v10i3.20868,Accred : Sinta 1,
Pro Disability Policy in Local Governments: Lessons from the Central Lampung Regency,The Center for Disability Studies and Services Brawijaya University,Indonesian Journal of Disability Studies Vol. 8 No. 1 (2021)161-177,2021,DOI: 10.21776/ub.ijds.2021.008.01.13,Accred : Sinta 3,
Peningkatan Kapasitas Masyarakat Desa terhadap Pengelolaan Sampah Plastik di Desa Wisata Suak Kecamatan Sidomulyo Kabupaten Lampung Selatan,Universitas Mathla'ul Anwar Banten,Jurnal Pengabdian Pada Masyarakat Vol 6 No 3 (2021)846-855,2021,DOI: 10.30653/002.202163.806,Accred : Sinta 4,
"PELATIHAN TELAAH LINGKUNGAN INTERNAL DAN EKSTERNAL BUMDES SUNGAI LANGKA, KABUPATEN PESAWARAN",Yayasan Pendidikan dan Kebudayaan Dharma Wacana,"Jurnal Pengabdian Dharma Wacana Vol 2, No 3 (2021): Jurnal Pengabdian Dharma Wacana102 - 110",2021,DOI: 10.37295/jpdw.v2i3.251,Accred : Sinta 5,
Strategi Pengembangan Potensi Pariwisata Bahari Kabupaten Pesawaran (Studi Pada Pantai Ketapang Dalam/Cuku Upas Pesawaran),Jurusan Ilmu Administrasi Publik FISIP Universitas Lampung,"Jurnal Administrativa Vol 3 No 1 (2021): Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik1-11",2021,DOI: 10.23960/administrativa.v3i1.54,Accred : Unknown,
Strategi Tata Kelola Keamanan di Wilayah Rawan Tindak Kriminalitas Pada Masa Pandemi Covid 19,Jurusan Ilmu Administrasi Publik FISIP Universitas Lampung,"Jurnal Administrativa Vol 3 No 1 (2021): Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik73-84",2021,DOI: 10.23960/administrativa.v3i1.63,Accred : Unknown,
Analisis Tingkat Kepatuhan Wajib Pajak Umkm dalam Pelaporan SPT Tahunan Setelah Berlakunya PP No. 23 Tahun 2018 (Studi Pada KP2KP Baradatu),Jurusan Ilmu Administrasi Publik FISIP Universitas Lampung,"Jurnal Administrativa Vol 3 No 2 (2021): Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik185-193",2021,DOI: 10.23960/administrativa.v3i2.81,Accred : Unknown,
Kapasitas Organisasi dalam Penyelenggaraan Kearsipan di Dinas Perpustakaan dan Kearsipan Kota Bandar Lampung,Jurusan Ilmu Administrasi Publik FISIP Universitas Lampung,"Jurnal Administrativa Vol 3 No 2 (2021): Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik195-212",2021,DOI: 10.23960/administrativa.v3i2.82,Accred : Unknown,
Pro Disability Policy in Local Governments: Lessons from the Central Lampung Regency,The Center for Disability Studies and Services Brawijaya University,Indonesian Journal of Disability Studies Vol. 8 No. 1 (2021)161-177,2021,DOI: 10.21776/ub.ijds.2021.008.01.13,Accred : Sinta 3,
The Removal of Cured Urea-Formaldehyde Adhesive towards Sustainable Medium Density Fiberboard Production: A Review,Universitas Lampung,"Jurnal Sylva Lestari Vol 9, No 1 (2021): January23-44",2021,DOI: 10.23960/jsl1923-44,Accred : Sinta 2,
"Qualitative Anatomical Characteristics of Compression, Lateral, and Opposite Woods in Pinus merkusii and Agathis loranthifolia",Universitas Lampung,"Jurnal Sylva Lestari Vol 9, No 2 (2021): May213-222",2021,DOI: 10.23960/jsl29213-222,Accred : Sinta 2,
Pendampingan Pra Dan Pasca Produksi Hand Soap KUB Mulya Mandiri Desa Fajar Baru Kabupaten Lampung Selatan,Faculty of Mathematics and Natural Sciences - Universitas Lampung,Jurnal Pengabdian Kepada Masyarakat (JPKM) TABIKPUN Vol. 2 No. 2 (2021)179â188,2021,DOI: 10.23960/jpkmt.v2i2.45,Accred : Sinta 5,
PENGEMBANGAN MODUL PEMBELAJARAN MENULIS IKLAN LAYANAN MASYARAKAT DI SMP BERBASIS PENDEKATAN SAINTIFIK,FKIP Universitas Lampung,"Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya) Vol 9, No 2 Sep (2021): JURNAL KATA (BAHASA, SASTRA, DAN PEMBELAJARANNYA)25-34",2021,DOI: -,Accred : Sinta 6,
PELANGGARAN PRINSIP KESANTUNAN BERBAHASA DALAM KOMUNIKASI GENERASI MILENIAL,FKIP Universitas Lampung,"Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya) Vol 9, No 1 Apr (2021): JURNAL KATA (BAHASA, SASTRA, DAN PEMBELAJARANNYA)30-39",2021,DOI: -,Accred : Sinta 6,
PENGEMBANGAN MODUL PEMBELAJARAN TEKS PROSEDUR BERBASIS MODEL DISCOVERY LEARNING DI SMP KELAS VII,FKIP Universitas Lampung,"Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya) Vol 9, No 2 Sep (2021): JURNAL KATA (BAHASA, SASTRA, DAN PEMBELAJARANNYA)40-51",2021,DOI: -,Accred : Sinta 6,
ANALISIS PENGGUNAAN KATA KETERANGAN DALAM ARTIKEL PADA KOLOM OPINI SURAT KABAR HARIAN KOMPAS,Universitas Lampung,"J-Simbol: Jurnal Magister Pendidikan Bahasa dan Sastra Indonesia Vol 9, No 1 Apr (2021): J-Simbol: Jurnal Magister Pendidikan Bahasa dan Sastra Indonesia1--5",2021,DOI: -,Accred : Sinta 4,
Language shift: local language proficiency of the younger generation in Lampung,Universitas Lampung,"Aksara: Jurnal Bahasa dan Sastra Vol 22, No 2 (2021): Mei - Oktober388 - 398",2021,DOI: -,Accred : Sinta 4,
TINGKAT KECEMASAN MATEMATIS MAHASISWA DALAM MENGIKUTI PEMBELAJARAN ONLINE,UNIVERSITAS MUHAMMADIYAH METRO,"AKSIOMA: Jurnal Program Studi Pendidikan Matematika Vol 10, No 4 (2021)2342-2350",2021,DOI: 10.24127/ajpm.v10i4.4146,Accred : Sinta 2,
"Pemetaan Potensi Desa-Prukades dan Pendampingan Peningkatan Kapasitas BUMDES di Pekon Sukabanjar, Lumbok Seminung, Lampung Barat",Universitas Padjadjaran,"Sawala : Jurnal pengabdian Masyarakat Pembangunan Sosial, Desa dan Masyarakat Vol 2, No 1 (2021): Sawala : Jurnal pengabdian Masyarakat Pembangunan Sosial, Desa dan Masyarakat1-8",2021,DOI: 10.24198/sawala.v2i1.28476,Accred : Sinta 5,
"Pemetaan Potensi Desa Berbasis Asset Based Community Development di Desa Kotabatu, Pubian, Lampung Tengah","Faculty of Cultural Sciences, Universitas Gadjah Mada",Bakti Budaya: Jurnal Pengabdian kepada Masyarakat Vol 4 No 2 (2021): 2021: Edisi 2161-172,2021,DOI: 10.22146/bakti.2418,Accred : Sinta 4,
Design of an Earthquake Intensity Estimation System for Early Warning,Universitas Lampung,"Jurnal Teori dan Aplikasi Fisika Vol 9, No 2 (2021): Jurnal Teori dan Aplikasi Fisika197 - 202",2021,DOI: 10.23960/jtaf.v9i2.2803,Accred : Sinta 3,
IMPLEMENTASI METODE PEMBOBOTAN BERBASIS ATURAN DAN METODE PROFILE MATCHING PADA SISTEM PAKAR MEDIS UNTUK PREDIKSI RISIKO HIPERTENSI,Universitas Teknokrat Indonesia,"Jurnal Teknoinfo Vol 15, No 2 (2021): Juli134-145",2021,DOI: 10.33365/jti.v15i2.1523,Accred : Sinta 4,
APLIKASI TEKNOLOGI PROSES RECYCLE AIR LIMBAH PADA USAHA DAUR ULANG PLASTIK DI DESA MARGO LESTARI JATI AGUNG LAMPUNG SELATAN,Lembaga Penelitian dan Pengabdian Universitas Lampung,Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan Vol 5 No 3 (2021)191â196,2021,DOI: 10.23960/jss.v5i3.308,Accred : Sinta 5,
Rapidness Characteristics of Ultrasonic Wave Propagation on Eggs Using HC-SR04 Module,"Faculty of Engineering, Universitas Lampung Jl. Soemantri Brojonegoro No.1 Bandar Lampung, Indonesia 35141",Journal of Engineering and Scientific Research Vol. 3 No. 1 (2021)26 â 31,2021,DOI: 10.23960/jesr.v3i1.72,Accred : Sinta 4,
The Implementation Analysis Of Lamport Scheme With Sha-256 On Mobile E-Office,STMIK Dharma Wacana,"International Journal of Artificial Intelligence Research Vol 5, No 2 (2021): December 2021190 - 199",2021,DOI: 10.29099/ijair.v5i2.212,Accred : Sinta 2,
